Transactions
apple,broccoli,chicken,fish,noodle,salt,sugar
apple,baby diaper,bread,egg,orange juice,salt,shampoo
biscuit,cake,chicken,meat,noodle,paprika,soap
baby diaper,biscuit,broccoli,chicken,coke,paprika,soap
bread,broccoli,grape,milk
apple,biscuit,cake,chicken,coke,paprika,shampoo
apple,baby diaper,biscuit,bread,broccoli,cake,coke
apple,biscuit,broccoli,chicken,grape,orange juice,shampoo
baby diaper,biscuit,broccoli,egg,grape,noodle
broccoli,cake,fish,noodle,orange juice,paprika,soap
biscuit,broccoli,meat,milk,noodle,soap
bread,chicken,egg,milk,paprika,salt,soap
baby diaper,broccoli,chicken,egg,orange juice,soap,sugar
broccoli,egg,paprika
baby diaper,bread,broccoli,chicken,coke,shampoo
apple,cake,fish,grape,orange juice,soap,sugar
baby diaper,broccoli,coke,grape,noodle,shampoo,soap
apple,bread,cake,coke,milk,shampoo,soap
bread,broccoli,grape,noodle,salt,soap
bread,broccoli,cake,egg,grape,meat,orange juice
apple,chicken,fish,noodle,shampoo,soap,sugar
apple,cake,coke,fish,grape,milk,sugar
apple,egg,grape,noodle,orange juice,paprika,shampoo
apple,baby diaper,chicken,egg,sugar
apple,baby diaper,biscuit,cake,noodle,orange juice,paprika
biscuit,coke,fish,meat,paprika
biscuit,egg,grape,meat,orange juice,shampoo,soap
chicken,egg,grape,noodle,paprika,salt
bread,cake,chicken,grape,soap,sugar
cake,chicken,milk,salt,sugar
baby diaper,biscuit,broccoli,cake,egg,fish,paprika
apple,biscuit,chicken,noodle,salt,sugar
biscuit,bread,cake,chicken,coke,egg
biscuit,bread,broccoli,coke,egg,noodle,soap
baby diaper,biscuit,chicken,egg,milk,shampoo,soap
baby diaper,biscuit,broccoli,coke,grape,shampoo,soap
cake,coke,egg,noodle,orange juice,salt
bread,salt,shampoo,soap
apple,bread,broccoli,egg,sugar
apple,chicken,fish,milk,orange juice,salt,soap
apple,baby diaper,broccoli,fish,salt,shampoo,soap
biscuit,egg,orange juice,paprika,soap
apple,baby diaper,bread,chicken,egg,fish,paprika
bread,chicken,grape,meat,salt
baby diaper,bread,chicken,fish,meat,paprika,sugar
apple,chicken,fish,grape,meat,milk,sugar
bread,cake,fish,milk,noodle,salt,soap
bread,cake,chicken,egg,milk,soap,sugar
baby diaper,biscuit,broccoli,cake,chicken,egg,noodle
baby diaper,cake,egg,meat,milk,paprika
broccoli,cake,fish,grape,orange juice,soap
apple,grape,paprika,soap
apple,bread,chicken,milk,paprika,salt,sugar
baby diaper,bread,broccoli,egg,meat,noodle,orange juice
broccoli,cake,egg,milk,paprika
biscuit,cake,egg,milk,paprika,shampoo,sugar
apple,bread,broccoli,egg,orange juice,shampoo,soap
baby diaper,cake,egg,meat,milk,soap
apple,cake,egg,grape,meat,shampoo,sugar
apple,biscuit,egg,salt,shampoo,soap,sugar
biscuit,broccoli,egg,noodle
bread,chicken,paprika,shampoo,soap
baby diaper,biscuit,broccoli,cake,grape,orange juice,salt
egg,noodle,paprika,salt,soap,sugar
baby diaper,broccoli,cake,chicken,noodle,shampoo
broccoli,egg,fish,paprika,salt,sugar
coke,egg,grape,meat,paprika,salt
broccoli,coke,milk,orange juice,shampoo,soap
apple,biscuit,broccoli,egg,milk
apple,baby diaper,fish,grape,orange juice,paprika,shampoo
broccoli,cake,coke,egg,salt,shampoo,sugar
bread,cake,chicken,fish,sugar
biscuit,chicken,coke,egg,grape,paprika,soap
apple,chicken,fish,meat,milk,salt,soap
apple,chicken,egg,fish,noodle,paprika,sugar
apple,baby diaper,bread,broccoli,fish,orange juice,soap
apple,biscuit,broccoli,noodle,soap,sugar
baby diaper,bread,soap
apple,bread,chicken,fish,meat,paprika
apple,cake,chicken,coke,egg,meat,shampoo
apple,baby diaper,bread,fish,paprika,soap,sugar
bread,cake,chicken,grape,meat,milk,soap
biscuit,broccoli,cake,chicken,grape,milk,salt
bread,cake,grape,paprika,salt
bread,chicken,coke,egg,fish,meat,sugar
biscuit,fish,grape,noodle,orange juice,salt,sugar
biscuit,bread,orange juice,salt,soap,sugar
apple,biscuit,bread,fish,shampoo,soap
apple,biscuit,chicken,coke,meat,noodle,shampoo
baby diaper,biscuit,milk,noodle,orange juice,soap
apple,baby diaper,biscuit,fish,orange juice,soap,sugar
apple,broccoli,meat,orange juice
baby diaper,broccoli,cake,chicken,milk,salt
egg,paprika,shampoo,sugar
baby diaper,bread,coke,egg,fish,paprika
biscuit,cake,chicken,grape,meat,noodle,sugar
apple,broccoli,milk,orange juice,salt,shampoo
apple,egg,fish,grape,meat,noodle,salt
apple,bread,coke,egg,fish,milk
apple,bread,chicken,paprika,shampoo,soap,sugar
baby diaper,broccoli,chicken,fish,grape,noodle,shampoo
baby diaper,bread,fish,grape,milk,soap
broccoli,chicken,meat,shampoo,soap,sugar
baby diaper,biscuit,broccoli,egg,orange juice,paprika,salt
bread,broccoli,noodle,orange juice,paprika,salt
biscuit,bread,fish,grape,paprika,soap,sugar
baby diaper,biscuit,bread,grape,milk,soap
apple,biscuit,grape,orange juice,salt,soap,sugar
apple,baby diaper,biscuit,cake,coke,egg,meat
apple,baby diaper,cake,orange juice,paprika,shampoo,sugar
biscuit,fish,meat,paprika,salt,soap,sugar
apple,bread,cake,chicken,coke,fish,noodle
